"row_id","heart_disease_mortality_per_100k","metro_ruccs","population_ruccs","urban_influence","economic_typology","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_female","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__pct_adults_less_than_a_high_school_diploma","demo__pct_adults_with_high_school_diploma","demo__pct_adults_with_some_college","demo__pct_adults_bachelors_or_higher","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","yr","demo__pct_nonwhite","pure_population","metro_adjacency"
4989,307,"Metro","Metro <250k","2","Nonspecialized",0.44,0.084,0.188,0.046,0.512,0.216,0.176,0.162189055,0.341293532,0.309452736,0.187064677,11,13,0.335,0.294,0.152,0.106,0.078,0.323,13,4.3,18.94,2469,1809,"a",0.198,"< 250,000","metro"
3961,280,"Metro","Metro <250k","2","Nonspecialized",0.452,0.065,0.166,0.055,0.495,0.213,0.17,0.120408163,0.412244898,0.310204082,0.157142857,12,11,0.312,0.25,0.106,0.091,0.123,0.285,14,3.16,8.71,1639,2120,"b",0.106,"< 250,000","metro"
2401,318,"Nonmetro","Urban >20,000 metro non-adjacent","8","Nonspecialized",0.466,0.033,0.259,0.099,0.509,0.246,0.151,0.129949239,0.358375635,0.296446701,0.215228426,16,11,0.329,0.232,0.115,0.071,0.146,0.303,10,3.41,20.73,1799,1630,"b",0.158,">20,000","nonadjacent"
4747,188,"Metro","Metro <250k","2","Federal/State government-dependent",0.499,0.043,0.144,0.061,0.521,0.207,0.156,0.088408644,0.180746562,0.212180747,0.518664047,11,8,0.246,0.119,0.096,0.073,0.135,0.195,13,0.8,9.06,1129,730,"a",0.205,"< 250,000","metro"
614,198,"Metro","Metro 250k - 1 million","2","Federal/State government-dependent",0.537,0.032,0.123,0.044,0.52,0.205,0.172,0.073558648,0.311133201,0.306163022,0.309145129,9,10,0.277,0.179,0.088,0.061,0.198,0.198,10,1,9.33,2590,1269,"a",0.038,"250,000 - 1,000,000","metro"
2043,307,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.442,0.065,0.187,0.074,0.52,0.211,0.186,0.115927419,0.454637097,0.26108871,0.168346774,10,12,0.341,0.244,0.108,0.086,0.193,0.312,14,6.5,13.03,1959,1919,"a",0.1,"250,000 - 1,000,000","metro"
2740,274,"Metro","Metro > 1 million","1","Nonspecialized",0.517,0.069,0.121,0.052,0.52,0.19,0.187,0.064974619,0.392893401,0.278172589,0.263959391,9,12,0.286,0.166,0.111,0.081,0.151,0.268,14,1.99,13.08,1660,1309,"b",0.033,"> 1,000,000","metro"
5696,210,"Metro","Metro > 1 million","1","Nonspecialized",0.558,0.048,0.226,0.1,0.505,0.221,0.102,0.132075472,0.174776564,0.240317776,0.452830189,14,6,0.18,0.198,0.056,0.099,0.222,0.136,13,9.2,9.56,1560,839,"b",0.457,"> 1,000,000","metro"
5253,307,"Metro","Metro > 1 million","1","Federal/State government-dependent",0.516,0.063,0.222,0.062,0.532,0.193,0.112,0.165174129,0.228855721,0.243781095,0.362189055,13,9,0.28,0.185,0.103,0.121,0.172,0.25,12,26.93,10.83,849,1009,"b",0.599,"> 1,000,000","metro"
3888,321,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Manufacturing-dependent",0.423,0.078,0.218,0.064,0.515,0.252,0.13,0.18071066,0.388832487,0.259898477,0.170558376,14,9,0.333,0.253,0.11,0.099,0.101,0.299,13,8.56,23.61,1810,2049,"b",0.064,"2,500 - <20,000","adjacent"
5819,224,"Metro","Metro > 1 million","1","Nonspecialized",0.492,0.048,0.155,0.044,0.529,0.228,0.147,0.125379171,0.205257836,0.208291203,0.46107179,11,7,0.184,0.139,0.074,0.083,0.17,0.191,11,2.8,4.05,970,709,"a",0.434,"> 1,000,000","metro"
1335,215,"Metro","Metro <250k","2","Federal/State government-dependent",0.498,0.061,0.156,0.047,0.501,0.186,0.108,0.062624254,0.225646123,0.280318091,0.431411531,12,6,0.279,0.163,0.068,0.069,0.179,0.222,13,2.78,7.11,2030,1100,"b",0.278,"< 250,000","metro"
458,323,"Metro","Metro > 1 million","1","Nonspecialized",0.48,0.057,0.123,0.027,0.512,0.205,0.167,0.095381526,0.353413655,0.322289157,0.228915663,10,11,0.307,0.218,0.113,0.08,0.171,0.235,13,2,9.86,1890,2360,"a",0.12,"> 1,000,000","metro"
420,272,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.503,0.056,0.157,0.058,0.514,0.222,0.15,0.090547264,0.321393035,0.282587065,0.305472637,11,11,0.285,0.19,0.091,0.091,0.182,0.232,14,4.7,6.3,1699,1059,"a",0.173,"250,000 - 1,000,000","metro"
343,327,"Metro","Metro <250k","2","Nonspecialized",0.452,0.085,0.288,0.109,0.51,0.237,0.151,0.205153617,0.306243806,0.297324083,0.191278494,12,11,0.273,0.208,0.11,0.091,0.1,0.317,13,3.34,15.63,2699,839,"b",0.274,"< 250,000","metro"
11,315,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.425,0.077,0.252,0.079,0.499,0.247,0.134,0.12286002,0.315206445,0.364551863,0.197381672,12,10,0.317,0.264,0.131,0.092,0.13,0.277,13,5.6,22.27,2800,1790,"a",0.304,"250,000 - 1,000,000","metro"
3229,267,"Metro","Metro > 1 million","1","Nonspecialized",0.497,0.081,0.241,0.042,0.517,0.221,0.134,0.149390244,0.234756098,0.25101626,0.364837398,13,7,0.271,0.19,0.096,0.092,0.215,0.224,13,11.58,6.46,1300,1080,"b",0.558,"> 1,000,000","metro"
915,368,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Nonspecialized",0.378,0.09,0.282,0.085,0.525,0.252,0.144,0.235119048,0.364087302,0.264880952,0.135912698,14,11,0.359,0.181,0.135,0.134,0.079,0.349,13,9.89,30.3,10389,2939,"b",0.394,"2,500 - <20,000","nonadjacent"
1280,239,"Metro","Metro 250k - 1 million","2","Recreation",0.463,0.062,0.254,0.101,0.501,0.226,0.166,0.145113524,0.313919052,0.325765054,0.215202369,11,10,0.269,0.287,0.128,0.08,0.175,0.242,12,2.3,22.42,3069,3179,"a",0.256,"250,000 - 1,000,000","metro"
2129,251,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.513,0.055,0.216,0.082,0.508,0.237,0.133,0.104251012,0.282388664,0.315789474,0.29757085,12,8,0.315,0.207,0.118,0.078,0.148,0.257,12,3.63,19.43,2669,1749,"b",0.209,"250,000 - 1,000,000","metro"
4211,258,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.408,0.095,0.22,0.083,0.499,0.232,0.2,0.096192385,0.350701403,0.386773547,0.166332665,11,11,0.287,0.229,0.096,0.056,0.183,0.225,11,4.3,16.17,1880,1550,"a",0.094,"250,000 - 1,000,000","metro"
1926,289,"Metro","Metro 250k - 1 million","2","Federal/State government-dependent",0.444,0.055,0.216,0.099,0.444,0.211,0.111,0.11334002,0.390170512,0.326980943,0.169508526,11,8,0.36,0.256,0.113,0.088,0.213,0.275,12,5.02,19.57,6810,3440,"b",0.193,"250,000 - 1,000,000","metro"
5379,235,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.486,0.043,0.189,0.06,0.493,0.235,0.185,0.120481928,0.280120482,0.390562249,0.208835341,12,11,0.338,0.184,0.12,0.064,0.126,0.241,10,3.2,20.26,2129,1650,"a",0.124,">20,000","adjacent"
3331,250,"Metro","Metro > 1 million","1","Mining-dependent",0.445,0.042,0.276,0.128,0.504,0.212,0.231,0.119211823,0.281773399,0.338916256,0.260098522,11,12,0.284,0.228,0.103,0.06,0.19,0.246,10,2.93,24.94,2190,1980,"b",0.134,"> 1,000,000","metro"
3992,257,"Metro","Metro > 1 million","1","Nonspecialized",0.505,0.067,0.276,0.094,0.502,0.238,0.096,0.091457286,0.179899497,0.24120603,0.487437186,13,6,0.226,0.139,0.076,0.109,0.183,0.193,13,13.8,11.52,1610,1030,"b",0.597,"> 1,000,000","metro"
4750,315,"Metro","Metro > 1 million","1","Nonspecialized",0.468,0.044,0.312,0.143,0.504,0.274,0.126,0.168831169,0.307692308,0.352647353,0.170829171,13,8,0.327,0.204,0.127,0.083,0.18,0.287,10,2.95,20.13,3120,2210,"b",0.23,"> 1,000,000","metro"
4143,355,"Metro","Metro <250k","2","Nonspecialized",0.436,0.07,0.22,0.057,0.524,0.225,0.161,0.17519685,0.322834646,0.345472441,0.156496063,12,13,0.318,0.26,0.128,0.09,0.106,0.339,13,6.43,21.2,2259,1389,"b",0.193,"< 250,000","metro"
6264,276,"Metro","Metro <250k","2","Federal/State government-dependent",0.495,0.056,0.168,0.074,0.478,0.226,0.137,0.138,0.381,0.27,0.211,12,8,0.349,0.304,0.107,0.09,0.183,0.306,10,2.63,24.39,5340,2610,"b",0.09,"< 250,000","metro"
1687,395,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Mining-dependent",0.46,0.04,0.285,0.126,0.506,0.248,0.173,0.157,0.433,0.263,0.147,15,12,0.334,0.25,0.115,0.088,0.089,0.338,10,4.6,41.13,3410,2720,"a",0.184,"2,500 - <20,000","adjacent"
948,263,"Metro","Metro > 1 million","1","Nonspecialized",0.504,0.056,0.183,0.06,0.503,0.252,0.118,0.102204409,0.29759519,0.309619238,0.290581162,15,9,0.315,0.271,0.103,0.082,0.199,0.259,13,3.92,9.39,2149,1290,"b",0.082,"> 1,000,000","metro"
5304,427,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.34,0.151,0.289,0.073,0.528,0.281,0.135,0.280864198,0.374485597,0.225308642,0.119341564,14,12,0.418,0.267,0.158,0.152,0.093,0.343,12,18.07,41.64,4849,2090,"b",0.829,"2,500 - <20,000","adjacent"
4948,268,"Metro","Metro > 1 million","1","Nonspecialized",0.425,0.077,0.272,0.103,0.504,0.275,0.091,0.212953876,0.26202159,0.330716389,0.194308145,15,6,0.287,0.159,0.084,0.077,0.175,0.212,10,7.17,14.11,1660,1809,"b",0.682,"> 1,000,000","metro"
3304,203,"Metro","Metro > 1 million","1","Nonspecialized",0.486,0.046,0.231,0.129,0.495,0.254,0.123,0.137587238,0.227318046,0.331006979,0.304087737,14,7,0.225,0.156,0.079,0.067,0.159,0.192,10,7,10.28,1580,1430,"a",0.405,"> 1,000,000","metro"
2435,321,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.451,0.073,0.207,0.061,0.534,0.218,0.2,0.20766129,0.277217742,0.333669355,0.181451613,13,16,0.35,0.242,0.139,0.121,0.102,0.316,13,17.6,12.79,1019,1039,"a",0.546,">20,000","adjacent"
2926,357,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Recreation",0.342,0.098,0.316,0.137,0.507,0.206,0.242,0.174603175,0.379960317,0.301587302,0.143849206,12,17,0.359,0.277,0.15,0.092,0.092,0.347,11,7.9,26.29,2980,3390,"b",0.261,"2,500 - <20,000","adjacent"
2736,292,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.38,0.076,0.283,0.08,0.508,0.212,0.191,0.19979716,0.367139959,0.294117647,0.138945233,10,11,0.38,0.225,0.163,0.121,0.133,0.303,13,7,28.31,3429,2449,"a",0.526,"2,500 - <20,000","adjacent"
2822,295,"Metro","Metro <250k","2","Recreation",0.391,0.077,0.261,0.165,0.494,0.194,0.262,0.160965795,0.358148893,0.362173038,0.118712274,9,14,0.276,0.267,0.11,0.077,0.17,0.31,12,7,19.83,2599,2229,"a",0.189,"< 250,000","metro"
3381,287,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.53,0.054,0.141,0.052,0.518,0.21,0.142,0.060098522,0.316256158,0.315270936,0.308374384,11,9,0.286,0.146,0.101,0.069,0.182,0.222,13,1.8,10.8,3149,1450,"a",0.075,"250,000 - 1,000,000","metro"
2145,268,"Nonmetro","Urban >20,000 metro non-adjacent","8","Nonspecialized",0.411,0.062,0.342,0.104,0.503,0.274,0.143,0.225,0.275,0.317,0.183,14,10,0.31,0.215,0.106,0.077,0.153,0.264,10,12.94,21.25,3209,1340,"b",0.575,">20,000","nonadjacent"
2940,389,"Nonmetro","Urban >20,000 metro-adjacent","3","Mining-dependent",0.455,0.045,0.237,0.088,0.511,0.245,0.177,0.142713568,0.387939698,0.290452261,0.178894472,13,13,0.292,0.21,0.115,0.081,0.12,0.328,10,3.89,25.57,2049,1880,"b",0.153,">20,000","adjacent"
1041,160,"Metro","Metro > 1 million","1","Nonspecialized",0.545,0.041,0.062,0.039,0.506,0.252,0.115,0.047571853,0.219028741,0.319127849,0.414271556,12,6,0.232,0.158,0.066,0.055,0.207,0.171,12,0.25,5.63,1480,890,"b",0.134,"> 1,000,000","metro"
1047,260,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.465,0.048,0.241,0.082,0.514,0.285,0.126,0.126646403,0.31408308,0.250253293,0.309017224,14,7,0.273,0.178,0.09,0.071,0.147,0.261,11,2.19,15.84,2340,1819,"b",0.228,"250,000 - 1,000,000","metro"
1512,222,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.478,0.057,0.242,0.075,0.522,0.239,0.143,0.133726647,0.248770895,0.284169125,0.333333333,12,9,0.257,0.198,0.095,0.092,0.13,0.214,13,5.8,11.49,1649,939,"a",0.406,"250,000 - 1,000,000","metro"
3560,258,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.393,0.092,0.226,0.078,0.5,0.22,0.189,0.104417671,0.334337349,0.389558233,0.171686747,11,10,0.273,0.225,0.09,0.058,0.186,0.236,12,4.02,18.76,2189,1609,"b",0.093,"250,000 - 1,000,000","metro"
3211,175,"Metro","Metro > 1 million","1","Nonspecialized",0.568,0.034,0.155,0.052,0.511,0.214,0.142,0.11817279,0.15590864,0.272095333,0.453823237,12,7,0.209,0.097,0.07,0.071,0.212,0.164,8,2.3,4.43,1030,1019,"a",0.582,"> 1,000,000","metro"
5706,280,"Metro","Metro > 1 million","1","Nonspecialized",0.419,0.085,0.211,0.044,0.525,0.247,0.113,0.294058409,0.273917422,0.24572004,0.186304129,15,7,0.284,0.182,0.099,0.104,0.144,0.277,11,8.1,3.3,2080,2080,"a",0.904,"> 1,000,000","metro"
4829,201,"Metro","Metro > 1 million","1","Nonspecialized",0.492,0.056,0.166,0.078,0.512,0.235,0.136,0.110778443,0.182634731,0.311377246,0.395209581,11,7,0.226,0.117,0.088,0.078,0.183,0.17,8,7.8,6.14,1249,1049,"a",0.503,"> 1,000,000","metro"
3540,266,"Metro","Metro > 1 million","1","Nonspecialized",0.512,0.044,0.114,0.041,0.515,0.198,0.188,0.079637097,0.389112903,0.245967742,0.285282258,9,12,0.265,0.196,0.112,0.065,0.164,0.232,14,1.5,11.57,1730,1450,"a",0.043,"> 1,000,000","metro"
3870,257,"Metro","Metro <250k","2","Mining-dependent",0.582,0.029,0.277,0.155,0.513,0.278,0.101,0.167004049,0.237854251,0.342105263,0.253036437,18,7,0.284,0.193,0.075,0.077,0.171,0.278,10,1.55,18.25,2179,1709,"b",0.463,"< 250,000","metro"
2292,281,"Metro","Metro > 1 million","1","Nonspecialized",0.484,0.057,0.163,0.054,0.513,0.255,0.123,0.127744511,0.29241517,0.324351297,0.255489022,13,8,0.33,0.193,0.113,0.097,0.156,0.265,12,6.42,13.6,3069,969,"b",0.453,"> 1,000,000","metro"
1319,215,"Metro","Metro <250k","2","Recreation",0.49,0.045,0.212,0.081,0.51,0.236,0.17,0.076767677,0.277777778,0.405050505,0.24040404,12,9,0.247,0.197,0.086,0.047,0.168,0.175,11,0.8,10.7,1469,1430,"a",0.056,"< 250,000","metro"
3558,283,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.482,0.05,0.203,0.056,0.518,0.212,0.153,0.126903553,0.282233503,0.307614213,0.283248731,12,10,0.288,0.188,0.128,0.115,0.108,0.292,13,6.2,13.09,1440,939,"a",0.287,"250,000 - 1,000,000","metro"
2132,250,"Metro","Metro > 1 million","1","Federal/State government-dependent",0.461,0.068,0.197,0.056,0.507,0.254,0.119,0.132338308,0.223880597,0.364179104,0.27960199,13,7,0.273,0.145,0.09,0.074,0.183,0.188,9,5.98,10.39,1419,1300,"b",0.479,"> 1,000,000","metro"
3248,387,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Nonspecialized",0.423,0.055,0.234,0.051,0.486,0.254,0.139,0.160873883,0.42204568,0.257199603,0.159880834,14,10,0.345,0.259,0.132,0.091,0.101,0.323,10,5,27.91,5160,2010,"a",0.167,"2,500 - <20,000","adjacent"
1159,367,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","8","Nonspecialized",0.458,0.045,0.26,0.114,0.51,0.235,0.153,0.122244489,0.329659319,0.280561122,0.26753507,15,10,0.389,0.274,0.113,0.092,0.124,0.358,10,2.94,31.74,1799,1640,"b",0.249,"2,500 - <20,000","nonadjacent"
733,319,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.518,0.049,0.197,0.072,0.515,0.241,0.16,0.184368737,0.424849699,0.26252505,0.128256513,12,11,0.373,0.249,0.117,0.089,0.128,0.344,13,3.8,20.45,1779,1770,"a",0.133,">20,000","adjacent"
3741,275,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.487,0.058,0.151,0.065,0.518,0.208,0.194,0.111445783,0.447791165,0.243975904,0.196787149,10,12,0.277,0.21,0.099,0.095,0.11,0.305,14,2.72,12.72,1909,2100,"b",0.067,">20,000","adjacent"
899,326,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.488,0.044,0.187,0.078,0.517,0.276,0.12,0.10330993,0.162487462,0.280842528,0.45336008,13,9,0.313,0.146,0.112,0.116,0.153,0.268,12,9.21,14.16,1640,850,"b",0.446,"250,000 - 1,000,000","metro"
3145,312,"Metro","Metro > 1 million","1","Federal/State government-dependent",0.455,0.062,0.202,0.046,0.474,0.199,0.097,0.12890625,0.271484375,0.338867187,0.260742188,15,8,0.349,0.269,0.103,0.11,0.19,0.243,12,10.8,6.48,1330,1180,"a",0.53,"> 1,000,000","metro"
5325,311,"Metro","Metro > 1 million","1","Federal/State government-dependent",0.454,0.065,0.216,0.061,0.483,0.2,0.095,0.126953125,0.271484375,0.338867187,0.262695313,15,8,0.357,0.256,0.097,0.104,0.19,0.249,12,14.11,6.91,1520,1160,"b",0.523,"> 1,000,000","metro"
591,255,"Metro","Metro > 1 million","1","Nonspecialized",0.506,0.048,0.253,0.098,0.518,0.169,0.229,0.094662638,0.299093656,0.318227593,0.288016113,9,13,0.241,0.204,0.106,0.092,0.176,0.21,11,4.8,12.99,1579,1150,"a",0.226,"> 1,000,000","metro"
6027,231,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.415,0.076,0.205,0.078,0.494,0.205,0.226,0.122877123,0.324675325,0.3996004,0.152847153,10,13,0.347,0.241,0.127,0.072,0.139,0.219,8,2.7,17.05,1669,1570,"a",0.084,">20,000","adjacent"
1166,285,"Metro","Metro > 1 million","1","Nonspecialized",0.533,0.048,0.239,0.067,0.515,0.225,0.108,0.130348259,0.24278607,0.258706468,0.368159204,15,8,0.298,0.171,0.09,0.086,0.111,0.271,14,12.16,13.19,1440,1070,"b",0.403,"> 1,000,000","metro"
960,278,"Metro","Metro <250k","2","Nonspecialized",0.465,0.048,0.158,0.044,0.497,0.23,0.155,0.098703888,0.348953141,0.348953141,0.203389831,11,10,0.36,0.22,0.107,0.091,0.215,0.227,13,2.8,10.08,1740,2080,"a",0.119,"< 250,000","metro"
4630,305,"Nonmetro","Rural metro non-adjacent","9","Nonspecialized",0.368,0.072,0.255,0.114,0.48,0.217,0.194,0.179358717,0.436873747,0.256513026,0.127254509,12,11,0.314,0.297,0.115,0.075,0.113,0.343,10,5.3,31.11,6399,1980,"a",0.078,"< 2,500","nonadjacent"
5114,292,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.444,0.064,0.226,0.065,0.511,0.209,0.168,0.233701103,0.315947844,0.313941825,0.136409228,10,12,0.302,0.22,0.131,0.09,0.09,0.262,13,4.4,15.69,3410,2270,"a",0.112,"250,000 - 1,000,000","metro"
4134,293,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.437,0.062,0.184,0.047,0.481,0.235,0.16,0.129388164,0.389167503,0.352056169,0.129388164,11,10,0.306,0.227,0.09,0.055,0.143,0.243,12,2.9,16.44,2330,2519,"a",0.066,"250,000 - 1,000,000","metro"
3485,179,"Nonmetro","Urban >20,000 metro-adjacent","5","Recreation",0.554,0.048,0.233,0.129,0.49,0.202,0.126,0.054271357,0.195979899,0.318592965,0.431155779,10,6,0.175,0.168,0.057,0.089,0.214,0.153,11,2.77,19.71,1199,1010,"b",0.177,">20,000","adjacent"
2644,259,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.479,0.058,0.249,0.06,0.501,0.231,0.161,0.173134328,0.303482587,0.307462687,0.215920398,12,11,0.282,0.227,0.122,0.091,0.132,0.294,13,7.2,16.76,2059,1479,"a",0.222,"250,000 - 1,000,000","metro"
4495,213,"Metro","Metro > 1 million","1","Manufacturing-dependent",0.557,0.041,0.084,0.039,0.507,0.237,0.156,0.073050346,0.301085884,0.344521224,0.281342547,10,8,0.288,0.146,0.091,0.061,0.282,0.203,12,1,9.7,2069,1589,"a",0.073,"> 1,000,000","metro"
195,285,"Metro","Metro <250k","2","Federal/State government-dependent",0.497,0.039,0.201,0.081,0.498,0.264,0.123,0.078411405,0.264765784,0.386965377,0.269857434,15,8,0.293,0.163,0.111,0.069,0.132,0.199,10,1.2,11.21,1120,1440,"a",0.132,"< 250,000","metro"
1613,232,"Nonmetro","Urban >20,000 metro-adjacent","3","Recreation",0.381,0.087,0.227,0.096,0.482,0.195,0.205,0.117171717,0.303030303,0.402020202,0.177777778,9,11,0.317,0.246,0.102,0.063,0.156,0.225,11,3.45,17.01,3159,3810,"b",0.142,">20,000","adjacent"
5498,305,"Metro","Metro > 1 million","1","Manufacturing-dependent",0.487,0.084,0.173,0.038,0.511,0.224,0.155,0.111220472,0.304133858,0.355314961,0.229330709,11,10,0.3,0.181,0.103,0.078,0.201,0.23,13,2.7,6.35,1279,1740,"b",0.134,"> 1,000,000","metro"
612,257,"Metro","Metro <250k","2","Mining-dependent",0.503,0.041,0.295,0.135,0.505,0.267,0.144,0.172172172,0.318318318,0.332332332,0.177177177,14,8,0.3,0.249,0.111,0.078,0.24,0.236,9,4.85,16.22,2320,1320,"b",0.532,"< 250,000","metro"
1039,292,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.446,0.115,0.308,0.085,0.504,0.318,0.095,0.317171717,0.258585859,0.288888889,0.135353535,17,7,0.288,0.149,0.069,0.066,0.189,0.199,10,8.7,16.87,2140,2349,"a",0.693,"250,000 - 1,000,000","metro"
5030,240,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.461,0.047,0.299,0.099,0.5,0.255,0.123,0.186734694,0.282653061,0.332653061,0.197959184,14,8,0.309,0.263,0.096,0.086,0.273,0.235,9,4.9,12.49,2209,1330,"a",0.658,"250,000 - 1,000,000","metro"
1293,244,"Nonmetro","Urban >20,000 metro non-adjacent","8","Farm-dependent",0.48,0.071,0.299,0.069,0.488,0.306,0.134,0.241344196,0.267820774,0.33197556,0.15885947,16,7,0.334,0.16,0.081,0.072,0.145,0.268,11,5.4,17.09,2179,2029,"a",0.434,">20,000","nonadjacent"
5188,260,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.486,0.033,0.249,0.076,0.51,0.27,0.129,0.126774848,0.307302231,0.262677485,0.303245436,14,7,0.277,0.159,0.094,0.064,0.143,0.248,10,2.2,14.32,2319,1779,"a",0.233,"250,000 - 1,000,000","metro"
5895,265,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.461,0.063,0.265,0.09,0.508,0.238,0.153,0.205050505,0.352525253,0.3,0.142424242,11,10,0.291,0.24,0.118,0.072,0.114,0.293,12,4.5,17.16,3749,2220,"a",0.192,"250,000 - 1,000,000","metro"
5533,216,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.413,0.061,0.398,0.141,0.515,0.288,0.107,0.242,0.249,0.301,0.208,16,6,0.255,0.152,0.086,0.088,0.176,0.227,10,2.9,12.04,2679,2159,"a",0.866,"250,000 - 1,000,000","metro"
6222,283,"Metro","Metro <250k","2","Nonspecialized",0.426,0.058,0.343,0.136,0.479,0.222,0.143,0.207960199,0.370149254,0.267661692,0.154228856,13,10,0.4,0.273,0.136,0.107,0.199,0.254,13,18,39.64,2660,3689,"a",0.6,"< 250,000","metro"
5017,215,"Metro","Metro <250k","2","Federal/State government-dependent",0.504,0.049,0.144,0.044,0.504,0.191,0.107,0.057199211,0.223865878,0.284023669,0.434911243,12,6,0.274,0.172,0.08,0.075,0.189,0.211,13,1.6,7.32,1789,1130,"a",0.284,"< 250,000","metro"
123,279,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.467,0.051,0.248,0.09,0.511,0.223,0.13,0.109768379,0.253776435,0.30715005,0.329305136,14,9,0.28,0.187,0.103,0.096,0.162,0.239,13,10.9,12.5,1600,1199,"a",0.476,"250,000 - 1,000,000","metro"
1550,392,"Nonmetro","Rural metro-adjacent","7","Manufacturing-dependent",0.36,0.074,0.258,0.113,0.504,0.238,0.15,0.206930693,0.352475248,0.318811881,0.121782178,14,11,0.38,0.286,0.169,0.128,0.113,0.349,12,12.04,52.54,6270,2109,"b",0.339,"< 2,500","adjacent"
3559,245,"Metro","Metro <250k","2","Manufacturing-dependent",0.466,0.051,0.311,0.113,0.5,0.272,0.122,0.219858156,0.281661601,0.273556231,0.224924012,13,7,0.281,0.166,0.122,0.083,0.159,0.243,13,3.1,14.35,2289,1659,"b",0.365,"< 250,000","metro"
2020,205,"Metro","Metro > 1 million","1","Nonspecialized",0.504,0.053,0.219,0.046,0.501,0.28,0.109,0.171514544,0.238716148,0.273821464,0.315947844,13,6,0.278,0.144,0.087,0.071,0.195,0.206,13,2.1,6.86,1730,2289,"a",0.424,"> 1,000,000","metro"
4046,363,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.292,0.123,0.226,0.071,0.471,0.2,0.148,0.258349705,0.385068762,0.226915521,0.129666012,10,12,0.372,0.229,0.157,0.134,0.18,0.354,13,14.55,18.85,5659,1690,"b",0.771,"2,500 - <20,000","adjacent"
177,267,"Metro","Metro > 1 million","1","Nonspecialized",0.509,0.067,0.137,0.046,0.514,0.208,0.187,0.078,0.396,0.299,0.227,10,12,0.304,0.187,0.123,0.076,0.143,0.29,14,3.22,12.16,2089,2430,"b",0.072,"> 1,000,000","metro"
1118,262,"Metro","Metro > 1 million","1","Nonspecialized",0.496,0.058,0.174,0.044,0.507,0.239,0.122,0.115736041,0.295431472,0.306598985,0.282233503,14,9,0.291,0.275,0.102,0.097,0.192,0.247,13,2.4,9.44,2090,1279,"a",0.1,"> 1,000,000","metro"
1858,317,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.502,0.067,0.149,0.044,0.508,0.204,0.181,0.11684518,0.391431353,0.277507303,0.214216164,10,12,0.302,0.251,0.105,0.084,0.201,0.314,12,3.77,13.24,1749,1249,"b",0.104,"250,000 - 1,000,000","metro"
5740,331,"Metro","Metro <250k","2","Nonspecialized",0.439,0.074,0.157,0.034,0.505,0.236,0.161,0.132189707,0.402623613,0.325933401,0.13925328,13,12,0.301,0.254,0.108,0.105,0.161,0.269,14,6.42,15.28,3800,1980,"b",0.193,"< 250,000","metro"
